"card_codename","update_date","text_ruling","question","answer","nsg_rules_team_verified"
"security_testing","2022-04-24","","If [Security Testing](https://netrunnerdb.com/en/card/31024) is trashed while running the chosen server, does the Runner still apply its replacement effect (gain 2<span class=""icon icon-credit""></span> instead of breaching)?","No. The second ability on [Security Testing](https://netrunnerdb.com/en/card/31024) is a separate ability, not a lingering effect. If [Security Testing](https://netrunnerdb.com/en/card/31024) is trashed during the run, it is not active at the time it would meet its trigger condition, so the Runner does not apply the replacement effect to gain 2<span class=""icon icon-credit""></span>.","True"
"security_testing","2022-04-24","","If breaching HQ is replaced with another effect, such as gaining 2<span class=""icon icon-credit""></span> with [Security Testing](https://netrunnerdb.com/en/card/31024), will the Runner get the additional access with [Docklands Pass](https://netrunnerdb.com/en/card/30013) if they make a successful run on HQ again later in the turn?","Yes. “The first time you breach HQ” refers to a breach actually taking place, not just reaching the “Breach the attacked server.” step of the run.","True"
"seidr_adaptive_barrier","2017-04-11","","####UFAQ [Michael Boggs]
Does Seidr Adaptive Barrier have +1 strength from itself?","Yes.","False"
"self_destruct","2017-04-09","Self-Destruct does not count itself as one of the cards trashed in
order to establish the trace value. [Official FAQ]","","","False"
"self_modifying_code","2020-03-11","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
This card is a reprint. Has anything changed about how Self-modifying Code works?","No. We cleaned up this card's wording by removing the redundant directions to pay the install cost and to shuffle after the search, but those are still required parts of the ability. We felt that players would enjoy having a version of this iconic card with clean and concise text, so we opted not to include the frequently-used ""(Shuffle your stack after searching it)"" reminder text in this case.","False"
"send_a_message","2021-10-11","","Can the Corp use [Send a Message](/en/card/30069)’s ability to rez an [Archer](/en/card/31075) without forfeiting an agenda?","Yes. “Ignoring all costs” in [Send a Message](/en/card/30069)’s ability refers to both the rez cost of the ice and any additional costs.","True"
"sensei","2017-04-09","Sensei only adds a single “End the run.” subroutine after all of the
other subroutines on the next piece of ice, not a subroutine after
each subroutine on the ice. [Official FAQ]","","","False"
"sensie_actors_union","2017-05-02","#### MWL [update v1.2]
NAPD Most Wanted List - **Level 3**: Each copy of this card costs 3 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities' influence limits, even those in the same faction.","","","False"
"sensie_actors_union","2017-05-02","","####UFAQ [Damon Stone]
If the Corp has Sensie Actors Union and [Daily Business Show](/en/card/06086) rezzed, how is the Sensie Actors Union’s ability resolved?","The Corp draws four cards, adds one of the drawn cards to the bottom of R&D due to Daily Business Show’s ability, then adds any card from HQ to the bottom of R&D due to Sensie Actors Union’s ability.

If the only piece of ice protecting Sensie Actors Union  is returned to hand by [Blue Sun](/en/card/06068) at the start of the Corp's turn, does the ability of the political asset still trigger?","False"
"service_outage","2017-04-12","","####UFAQ [Michael Boggs]
Can the Runner initiate an effect that makes a run while Service Outage is active, then decline to pay the additional cost? If so, does that count as the “first run” on their turn?","Yes, the additional cost can be declined (and the run does not initiate). This does not count as the first run, as no run was initiated.","False"
"severnius_stim_implant","2017-04-11","","####UFAQ [Michael Boggs]
When does the Runner trash cards to use Severnius Stim Implant?","The cards are trashed as the run is initiated.

After using Severnius Stim Implant, does the Runner access additional cards from that server in later runs or card abilities?","False"
"shipment_from_tennin","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
Can the Corp play Shipment from Tennin on their first turn?","No. The Runner does not have a last turn to reference.","False"
"sifr","2017-04-21","","####UFAQ [Michael Boggs]
Can Şifr be used on [Lotus Field](/en/card/06003)?","No. Lotus Field cannot have its strength lowered.

What is the strength of [Wraparound](/en/card/04096) if there is no fracter installed and the Runner uses Şifr? What if the Runner then installs [Paperclip](/en/card/11024) from the heap?","False"
"sifr","2017-04-28","NAPD Most Wanted List - Level 3: Each copy of this card costs 3 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction. [MWL v1.2]","","","False"
"simulchip","2020-03-09","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
If the Runner uses Aesop's Pawnshop to trash Harbinger, turning it facedown, do they have to pay the additional cost to use Simulchip that turn?","No. Harbinger still counts as having been trashed, even though its ability replaces moving it to the heap with turning it facedown.

If the Runner uses Aesop's Pawnshop to trash a Harbinger that is already facedown, do they have to pay the additional cost to use Simulchip that turn?","False"
"skorpios_defense_systems_persuasive_power","2018-09-22","","####UFAQ [Michael Boggs]
If [Employee Strike](/en/card/09053) is active when either an agenda is scored or another current is played, can Skorpios Defense Systems remove it from the game?","No. Employee Strike is active until it is trashed, so Skorpios doesn’t have its ability in time to see the trigger condition being met.

If the Runner trashes multiple cards at once, such as through damage from [Scorched Earth](/en/card/01099) or through [MaxX's](/en/card/07029) ability, does the Corp have to choose one at a time which card to remove from the game as damage is picked?","False"
"slipstream","2018-05-07","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
Does Slipstream work if the ice is uninstalled during the encounter?","No. Though ice is immediately passed if it is derezzed or uninstalled while being encountered, it then is no longer a rezzed piece of ice, so it does not meet Slipstream's trigger condition.

How is ice position determined for Sipstream?","False"
"smartware_distributor","2021-10-10","","Can the Runner use the action to place credits on [Smartware Distributor](/en/card/30033) if there are already credits on it?","Yes.","True"
"sneakdoor_beta","2022-04-24","","If [Crisium Grid](https://netrunnerdb.com/en/card/31079) is active in the root of HQ and the Runner uses [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023), is the run successful on either Archives or HQ?","No, [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023) changes the attacked server while step 6.9.5a of the run is imminent, because the expected effects of that step include the trigger condition of [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023)’s delayed conditional ability, which is that the run on Archives would be declared successful. However, once the attacked server is changed to HQ, the imminent step cannot declare the run successful after all because of [Crisium Grid](https://netrunnerdb.com/en/card/31079)’s ability. The Runner will still breach HQ.","True"
"sneakdoor_beta","2022-04-24","","If [Crisium Grid](https://netrunnerdb.com/en/card/31079) is active in the root of Archives and the Runner uses [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023), what server does the Runner breach and is the run successful?","The Runner breaches Archives and the run is not declared successful. Since [Crisium Grid](https://netrunnerdb.com/en/card/31079)’s ability is a static ability and applies immediately, declaring the run successful is never part of the expected effects of step 6.9.5a of the run, so the trigger condition of [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023)’s delayed conditional ability is never met and the ability never resolves.","True"
"sneakdoor_beta","2022-04-24","","If [Sneakdoor Beta](https://netrunnerdb.com/en/card/31023) is trashed during a run it initiated, is the attacked server still changed to HQ?","Yes, once the ability is initiated, resolving its effects becomes independent from the source card.","True"
"sneakdoor_beta","2022-04-24","","If the Runner uses [Sneakdoor Beta](/en/card/31023) to run Archives and then switch to HQ, does [Red Team](/en/card/30018) count that as a run on Archives or HQ?","Archives. [Red Team](/en/card/30018) cares about the server the Runner declared to be the attacked server at the beginning of the run. Therefore, it will always count a run made with [Sneakdoor Beta](/en/card/31023) as a run against Archives.","True"
"snitch","2017-04-09","If the outermost piece of ice on a server is unrezzed, the Runner
can use Snitch to look at it and then decide to jack out before
encountering it. [Official FAQ]","","","False"
"snitch","2017-04-09","If the expose effect is prevented, the Runner can still jack out. [Official FAQ]","","","False"
"spear_phishing","2017-05-02","","####UFAQ [Michael Boggs]
If the Runner encounters the innermost piece of ice multiple times during a Spear Phishing run (e.g. through [Cell Portal](/en/card/01074) or [The Twins](/en/card/07024)), do they bypass it each time?","Yes.","False"
"special_report","2017-04-12","","####UFAQ [Michael Boggs]
Can the Corp play Special Report and choose to shuffle 0 cards into R&D?","Yes.

Can the Corp play Special Report when it is the only card in HQ.","False"
"spin_doctor","2021-10-11","","Can the Corp use [Spin Doctor](/en/card/30053)’s ability to remove it from the game without choosing any cards in Archives? Does this cause R&D to be shuffled?","Yes and yes.","True"
"spin_doctor","2021-10-11","","If there are no cards in Archives, can the corp activate [Spin Doctor](/en/card/30053)’s ability to remove it from the game in order to shuffle the deck?","Yes. Shuffling the deck is a change in game state, so you could activate this ability without any targets to shuffle back.  Note that you must have at least 2 cards in R&D to do this, because if you only have 1 card, you aren’t actually shuffling the deck.","True"
"spin_doctor","2021-10-11","","When rezzing or using [Spin Doctor](/en/card/30053), can the Corp quote Malcolm Tucker from the BBC series *The Thick of It*?","Maybe! Please be mindful of what is appropriate language for your play environment. NISEI encourages players to be respectful and welcoming to each other, and some players may find strong expletives to be off-putting. Refer to the NISEI [Code of Conduct](https://nisei.net/about/code-of-conduct/) and [Organized Play Policies](https://nisei.net/wp-content/uploads/2021/03/Organized_Play_Policies.pdf) for more information.","True"
"spoilers","2021-10-11","","If the Runner has [Spoilers](/en/card/08082) installed and the Corp scores [Longevity Serum](/en/card/30044), can the Corp choose to add the card trashed by Spoilers to R&D?","No. The abilities on both [Spoilers](/en/card/08082) and [Longevity Serum](/en/card/30044) have the same trigger condition. Since agendas are always scored on the Corp’s turn, the Corp is the active player and must fully resolve their abilities before the Runner resolves any of theirs.","False"
"sports_hopper","2017-05-02","","####UFAQ [Damon Stone]
If the Runner has no cards in their stack but a [Tech Trader](/en/card/10023) installed, can the Runner use Sports Hopper?","No. Sports Hopper's effect cannot change the game state, so its ability cannot be triggered.","False"
"sportsmetal_go_big_or_go_home","2022-07-08","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
What happens if the Runner steals an agenda in the middle of accessing cards from R&D and the Corp uses Sportsmetal to draw cards?","The Runner continues accessing from the topmost card of R&D that the Runner has not already accessed. If Sportsmetal drew past the point the Runner already accessed, the new top of R&D is the next card accessed. If Sportsmetal drew 2 cards the Runner has already accessed and there are other cards the Runner has already accessed, the Runner simply continues accessing from the point in R&D at which they are already accessing.

Audited by NISEI Rules (2022.07).","True"
"spy_camera","2017-05-01","","####UFAQ [Damon Stone]
Does ""Limit 6 per deck."" apply during a draft?","Yes. As it is part of the card text, this limit applies even during a draft.","False"
"standard_procedure","2018-05-07","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 23](http://ancur.wikia.com/wiki/Whispers_in_Nalubaale_UFAQ) [Michael Boggs]
Can the Corp name a made up card type for Standard Procedure?","No, but they can name a Corp card type.","False"
"stargate","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
What happens to the other two cards revealed by Stargate?","The cards not trashed are returned to R&D in the same order they were originally in.

If the Runner uses Stargate and the run is unsuccessful, can they try again the same turn?","False"
"stavka","2022-11-20","","If the Corp uses a card ability to rez [Stavka](/en/card/33062) at a time other than while the Runner is approaching it, will they be able to use its ability?","Yes, as long as there is a run in progress and [Stavka](/en/card/33062) is protecting the attacked server.","True"
"steelskin_scarring","2022-09-10","","When the Runner plays [Steelskin Scarring](/en/card/33004), is it trashed from their grip?","No, it is trashed from the play area. When the Runner plays [Steelskin Scarring](/en/card/33004), they will only resolve its first ability, drawing 3 cards.","True"
"steelskin_scarring","2022-09-10","","Does the Runner draw cards from [Steelskin Scarring](/en/card/33004) when it is discarded to meet their maximum hand size?","No, discarded cards are not considered trashed.","True"
"steelskin_scarring","2022-09-10","","How does [Buffer Drive](/en/card/26093) interact with [Steelskin Scarring](/en/card/33004)?","Both cards' conditional abilities meet their trigger conditions at the same time, and the Runner can choose to resolve either one first. If they choose to resolve [Buffer Drive](/en/card/26093)'s ability first and put [Steelskin Scarring](/en/card/33004) on the bottom of the stack, they will not be able to resolve [Steelskin Scarring](/en/card/33004)’s ability because that ability is no longer active once its source leaves the heap. If they choose to resolve [Steelskin Scarring](/en/card/33004)’s ability first, they will still be able to use [Buffer Drive](/en/card/26093)’s ability after drawing 2 cards.","True"
"steelskin_scarring","2022-09-28","","What exactly happens if [Steelskin Scarring](/en/card/33004) is on top of the Runner's stack and they play [Labor Rights](/en/card/28001)?","Each sentence on Labor Rights is an instruction, and other abilities that meet their trigger conditions have the opportunity to resolve between instructions. So [Labor Rights](/en/card/28001) will trash 3 cards including [Steelskin Scarring](/en/card/33004), then [Steelskin Scarring](/en/card/33004)'s ability will trigger and the Runner may draw 2 cards. Then, the Runner shuffles cards (which could include the same copy of [Steelskin Scarring](/en/card/33004)) from their heap into their stack, and finally, they draw 1 more card and remove [Labor Rights](/en/card/28001) from the game.","True"
"steve_cambridge_master_grifter","2022-04-23","","Does [Steve Cambridge](https://netrunnerdb.com/en/card/31014)’s ability do anything if there are fewer than 2 cards in the heap?","No. Choosing 2 cards in the heap is a nested cost because it is followed by “If you do”. If the Runner cannot pay the cost in full, the rest of the ability does not resolve.","False"
"steve_cambridge_master_grifter","2022-04-23","","If the Runner plays [Jailbreak](https://netrunnerdb.com/en/card/30028) or another run event to make a successful run on HQ, can they choose that event as one of the cards for [Steve Cambridge](https://netrunnerdb.com/en/card/13001)’s ability?","No. An event that initiates a run is not fully resolved until that run is complete, and thus is in the play area, not the heap, at the time [Steve Cambridge](https://netrunnerdb.com/en/card/13001)’s ability resolves.","False"
"steve_cambridge_master_grifter","2022-04-23","","Can the Runner choose to look at the top card of R&D with [Find the Truth](https://netrunnerdb.com/en/card/11047) before using [Steve Cambridge](https://netrunnerdb.com/en/card/13001)?","Yes. Both abilities meet their trigger conditions at the same time, so the Runner chooses the order to resolve them.","False"
"steve_cambridge_master_grifter","2022-04-23","","If the Runner returns [Utopia Shard](https://netrunnerdb.com/en/card/06100) to their grip with [Steve Cambridge](https://netrunnerdb.com/en/card/13001), can they then install [Utopia Shard](https://netrunnerdb.com/en/card/06100)?","No. In order for [Utopia Shard](https://netrunnerdb.com/en/card/06100) to install itself with its ability, it must already be in the Runner’s grip at the time the ability would meet its trigger condition.","False"
"sting","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
How much net damage does Sting! do?","The first copy of Sting! Scored or stolen just does 1 net damage. Assuming no agendas are swapped or forfeited, the second copy does 1 net damage if the same player scores or steals it, or 2 if the other player does. The third copy does between 1 and 3 net damage: 3 if that player just scored or stole their only copy of Sting!, 2 if they already had one and their opponent had one, and 1 if the same player has all three.","False"
"stock_buy_back","2017-04-12","","####UFAQ [Damon Stone]
How does ""After you resolve this operation, end your action phase."" on terminal operations like Stock Buyback work?","Immediately after the operation resolves and is trashed from playing it, ""after you resolve this operation"" triggers meet their trigger condition. Ending the action phase then advances the game to the discard phase. This skips the paid ability window that would normally follow the end of an action, ceases the resolution of any other pending abilities or effects, and invalidates any conditional abilities. If the operation was played as part of a card ability, any remaining effects from that card ability immediately stop resolving as well.

If the Corp plays Stock Buyback as the first operation for [Subcontract](/en/card/10113), what happens?","False"
"stoneship_chart_room","2022-09-10","","Can a player charge cards that have 2 or more power counters?","Yes, a card that has 2 power counters qualifies as having at least 1 power counter.","True"
"stoneship_chart_room","2022-09-10","","Can the Runner use [Stoneship Chart Room](/en/card/33030) after their discard step to draw additional cards before [Lat: Ethical Freelancer](/en/card/26019)’s ability meets its trigger condition?","Yes, there is a paid ability window after the discard step but before the end of the discard phase.","True"
"storgotic_resonator","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Does Storgotic Resonator get a counter when the Corp clears a Runner current matching the Runner’s identity faction?","No. Currents are trashed by the game rules, not by a player.

Does Storgotic Resonator get a counter when the Corp trashes a daemon hosting a card matching the Runner’s identity faction?","False"
"street_magic","2017-05-01","","####UFAQ [Damon Stone]
When the Runner encounters a piece of ice with Street Magic installed, when is the order of resolution for the subroutines determined? Is the order determined before any subroutines resolve, or does the Runner choose one subroutine to resolve at a time?","Instead of the subroutines resolving in the order printed on the ice, the Runner chooses the order they will resolve in, and then they resolve one at a time in that order.","False"
"subcontract","2017-05-02","","####UFAQ [Damon Stone]
Can the Corp spend credits gained from the first operation played with Subcontract to pay for the second operation?","Yes. The entire process of paying for the first operation’s cost and resolving its effects is carried out before playing the second operation.

While resolving Subcontract, can the Corp play a [Hedge Fund](/en/card/01110) as the second operation if it was drawn from playing [Anonymous Tip](/en/card/01083) as the first operation?","False"
"subliminal_messaging","2022-04-24","","When [Subliminal Messaging](https://netrunnerdb.com/en/card/31082) is faceup in Archives and the Corp uses its ability to add it to HQ, does Hyoubu Institute gain 1 credit?","Yes, [Subliminal Messaging](https://netrunnerdb.com/en/card/31082) is revealed even if it is faceup.","False"
"success","2017-06-23","","####[ANCUR](https://twitter.com/anr_ruleswiki) UFAQ [Michael Boggs]
When the Corp plays Success, can they split the advancements among more than one card?","No.

If [Jemison Astronautics](/en/card/12016) plays Success, which goes first? Jemison or Success?","False"
"success","2021-10-11","","If the Corp is playing [Weyland Consortium: Built to Last](30059) and uses [Success](12078) to advance a card multiple times at once, how many credits do they gain?","Success advances its target multiple times in sequence, not simultaneously. Only the first advancement can meet [Weyland Consortium: Built to Last](30059)'s trigger condition, so the Corp can gain 2<span class=""icon icon-credit""></span>.","False"
"sundew","2017-04-09","The credits are gained when the Runner spends a click to initiate an
action that does not make a run on the server Sundew is installed in,
before the click is resolved. [Official FAQ]","","","False"
"sundew","2017-04-09","If the Runner plays a run event to initiate a run on the server
Sundew is installed in, the Corp does not gain 2 credits. [Official FAQ]","","","False"
"sunset","2017-04-09","When resolving Sunset, the ice must be rearranged in such a way
that the Runner knows which pieces of ice moved where. The Corp
cannot conceal the rearrangement of the ice. [Official FAQ]","","","False"
"supercorridor","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
When does Supercorridor check the number of credits the players have? If they have a different number of credits at the end of the Runner’s turn, but resolving another ability (such as Citadel Sanctuary) causes them to have the same number of credits, does the Runner gain 2<span class=""icon icon-credit""></span>?","Supercorridor checks the number of credits the players have when its ability resolves. Even if the players have a different number of credits when the Runner’s turn ends, it will still trigger, and other abilities can cause Supercorridor to end up paying out.","False"
"svyatogor_excavator","2022-11-20","","The Corp trashes a card with [Svyatogor Excavator](/en/card/33059) and uses [Ob Superheavy Logistics](/en/card/33057) to install [Rashida Jaheem](/en/card/21080). Can the Corp immediately use [Rashida Jaheem](/en/card/21080)’s ability?","No, [Rashida Jaheem](/en/card/21080) has the same trigger condition as [Svyatogor Excavator](/en/card/33059), and was not active when that trigger condition was met. Once a reaction window opens to handle pending conditional abilities for a particular trigger condition, new abilities cannot become pending for that trigger condition.","True"
"swift","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
Does the Runner gain [click] from Swift before or after making a run?","Before making a run. Swift's ability meets its trigger condition at step 8.6.4 of playing an event, and resolves in step 8.6.5, before the play abilities of the event itself are resolved.","False"
"syn_attack","2017-05-02","","####UFAQ [Michael Boggs]
Can the Corp choose to discard 2 cards if they have 1 or fewer cards in HQ?","No, in that case they must choose to draw 4 cards.","False"
"sync_bre","2017-04-11","","####UFAQ [Michael Boggs]
How long does the effect of the second trace on SYNC BRE last?","*Designer's Note: Technically, as SYNC BRE is written this effect lasts until the end of the game, but it should read: ""**Trace2** - if successful, the Runner accesses 1 fewer card whenever he or she accesses cards **for the remainder of the run**.""*

If SYNC BRE’s second trace resolves during a run on Archives, how will the access step be affected?","False"
"sync_rerouting","2020-04-15","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
While SYNC Rerouting is active, can the Runner choose to take a tag rather than pay credits and then avoid the tag?","Yes. SYNC Rerouting does not create a cost to initiate the run, so its effects can be prevented or avoided normally. Furthermore, when an ability directs that a player ""must"" resolve one of two effects, they are required to choose an effect they could potentially resolve, but this potential does not take into account interrupts that could apply after the choice is made.","False"
"system_seizure","2017-04-11","","####UFAQ [Michael Boggs]
Does the icebreaker affected by System Seizure hold its strength only during the run when System Seizure is triggered, or during every run that turn?","The icebreaker only holds its strength until the end of the run System Seizure was triggered.

While System Seizure is active, how long does the strength boost of an icebreaker last if the Runner boosts its strength outside of a run?","False"
"tao_salonga_telepresence_magician","2021-10-11","","If the Runner is playing as [Tāo Salonga](/en/card/30019) and manages to steal an agenda during an encounter, can they use his ability to change the attacked server by moving the currently encountered ice to another server?","Yes. If a piece of ice moves while the Runner is encountering it, the Runner moves with the ice.","True"
"tao_salonga_telepresence_magician","2021-10-11","","Can the Runner use [Tāo Salonga](/en/card/30019) to swap a piece of ice protecting a server with ice hosted on ​[Awakening Center​](/en/card/03021)?","Yes, but only if that piece of ice is a rezzed ​**bioroid​**, because [Awakening Center​](/en/card/03021) is only a legal location for ​**bioroid​** ice. If the ice is unrezzed, the Runner cannot demonstrate that the swap is legal. It does not matter if the ice was exposed earlier in the game or is otherwise known by the Runner; it only matters whether the Runner is allowed to see the **​bioroid​** subtype at the time Tāo’s ability resolves. If a rezzed **bioroid​** is swapped this way, the Corp will not be able to pay the cost to force the Runner to encounter it with [Awakening Center​](/en/card/03021)​’s second ability unless another effect derezzes the ​**bioroid​**.","True"
"targeted_marketing","2017-04-09","The Corp cannot gain 10 credits when the Runner plays a current
that trashes Targeted Marketing (if the current was named when
Targeted Marketing was played). Targeted Marketing is trashed
before its ability resolves. [Official FAQ]","","","False"
"taurus","2017-04-09","If the Corp’s trace strength is 5 or greater, Taurus trashes a piece
of hardware even if the trace was unsuccessful. This also applies to
[Gemini](/en/card/06084), [Sagittarius](/en/card/06082), and [Virgo](/en/card/06109). [Official FAQ]","","","False"
"temple_of_the_liberated_mind","2017-04-11","","####UFAQ [Damon Stone]
The Runner uses a power counter from Temple of the Liberated Mind in turn step 1.1 (before ""Turn begins"") or step 2.3 (before ""End of turn""). Can the gained <span class=""icon icon-click""></span> be spent on actions at either of these times?","The Runner cannot spend clicks on taking actions until ""Take actions"" during step 1.4 of their turn. Before that step of the turn, clicks can still be lost or spent through card effects, such as [Wyldside](/en/card/01016) or Bioroid ice during a run initiated by a card effect. A click gained during step 2.3 after the action phase does not return the runner to the action phase, and it will not be available to spend until the Runner’s next action phase because clicks can only be gained or spent during a player’s own turn. However, it can still be lost by card effects (for example, if the Corp plays [An Offer You Can't Refuse](/en/card/08091) and resolves the first subroutine on an [Enigma](/en/card/01111)).","False"
"tempus","2018-04-06","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 22](http://ancur.wikia.com/wiki/The_Devil_and_the_Dragon_UFAQ) [Michael Boggs]
If the Runner has only 1 <span class=""icon icon-click""></span> left when the trace from Tempus is successful, can they choose to lose <span class=""icon icon-click""></span> <span class=""icon icon-click""></span> instead of taking the brain damage? What if the Runner has no <span class=""icon icon-click""></span> remaining?","The Runner must choose an option that can be fully resolved if there is an option that can be fully resolved. Suffering 1 brain damage is always possible, so if the Runner has fewer than 2 clicks remaining, they must choose to suffer the brain damage. Note that once the choice is made, prevent/avoid abilities can still be used to modify the results of that choice.","False"
"temujin_contract","2017-04-12","","####UFAQ [Michael Boggs]
What happens if the remote server chosen for Temujin Contract is destroyed?","Any credits still on Temujin Contract remain on it, but the card does not have any abilities that let you take them.","False"
"temujin_contract","2017-04-28","NAPD Most Wanted List - Level 1: Each copy of this card costs 1 universal influence, which is separate & in addition to the normal printed influence, and counts against all Identities influence limits, even those in the same faction. [MWL v1.2]","","","False"
"tennin_institute_the_secrets_within","2017-04-09","The Tennin Institute cannot place advancement tokens on itself,
since ID cards are not installed. [Official FAQ]","","","False"
"tennin_institute_the_secrets_within","2017-04-09","The Tennin Institute can place advancement tokens on Runner
cards. [Official FAQ]","","","False"
"test_run","2022-04-24","","Why does [Test Run](https://netrunnerdb.com/en/card/31028) now say ""has not been uninstalled""?","The lingering effect to place the program on top of the stack only affects the object installed with this event, not the program as a whole. If the Runner reinstalls that program, for example with [Rejig](https://netrunnerdb.com/en/card/26029), then the lingering effect does not apply to the newly installed object anymore. This wording was chosen to clarify this interaction; this is not a change in the functionality of the card.","True"
"the_all_seeing_i","2017-04-09","The Corp does not have to have a bad publicity in order to play The
All-Seeing I. [Official FAQ]","","","False"
"the_back","2020-03-20","","####[NISEI](https://nisei.net) [Uprising Release Notes](https://nisei.net/files/Uprising_Release_Notes.pdf) [NISEI Rules Team]
What is ""using"" a hardware for the purposes of The Back?","A card is ""used"" if its controller makes a choice to trigger or resolve any optional ability or part of an ability with that card as its source, or if its controller spends or moves counters to pay costs because of an ability from that card. See section 9.1.6 in CR 1.4.

OK, that was a confusing answer. Can we talk about the kinds of ""using"" one at a time?","False"
"the_black_file","2017-05-02","","####UFAQ [Damon Stone]
If both players have at least 7 agenda points while The Black File is installed, does the game end in a tie or the Runner winning?","The Runner wins and the Corp loses.

If a tournament game ends due to time while The Black File is installed and the Corp has at least 7 agenda points, what happens?","False"
"the_class_act","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
If The Class Act is uninstalled during the turn the Runner installed it, do they still draw 4 cards?","No.

Which comes first, The Class Act’s first ability or discarding to hand size?","False"
"the_class_act","2022-06-20","","How does [Verbal Plasticity](en/card/30034) interact with [The Class Act](/en/card/26018)?","[Verbal Plasticity](en/card/30034)’s ability resolves immediately after the Runner pays the cost to take the basic action to draw 1 card, before the actual draw becomes imminent. [The Class Act](/en/card/26018)’s second ability resolves later, during the interrupt window that occurs while the draw effect is imminent. If both abilities are applicable, the Runner will look at 3 cards and put 1 of those cards on the bottom of their stack, then draw the other 2.","False"
"the_cleaners","2017-04-09","The Cleaners adds an additional point of damage to the source of
the damage before any damage is prevented. [Official FAQ]","","","False"
"the_cleaners","2017-04-09","The Cleaners can add unpreventable meat damage if the source is
also unpreventable. [Official FAQ]","","","False"
"the_foundry_refining_the_process","2017-04-09","The Corp must find a piece of ice searched for, if able. [Official FAQ]","","","False"
"the_gauntlet","2017-04-14","","####UFAQ [Michael Boggs]
Does The Gauntlet count broken pieces of ice that have since been derezzed or trashed?","The Gauntlet can count derezzed pieces of ice on which all subroutines were broken, but it cannot count trashed pieces of ice because they are no longer protecting HQ.","False"
"the_nihilist","2019-04-27","","####[NISEI](http://nisei.net) [Downfall Release Notes](http://nisei.net/products/Downfall/DFReleaseNotes#QandAforDownfall) [NISEI Rules Team]
Can the Corp choose to trash the top card of R&D if R&D is empty to keep the Runner from drawing with The Nihilist?","No. Since “unless” designates that trashing the top card of R&D is a nested cost (rule 1.15.10b), the Corp must trash a card to stop the Runner from drawing. If they do not trash a card, the Runner draws.

If the Runner’s stack is empty, does The Nihilist force the Corp to trash the top card of R&D?","False"
"the_noble_path","2017-05-02","","####UFAQ [Damon Stone]
Can the Runner play The Noble Path if it is the only card in their grip?","Yes. There is no stipulation on the card that requires at least one card to be trashed.

Does The Noble Path prevent the damage dealt by [Dedicated Response Team](/en/card/02118)?","False"
"the_outfit_family_owned_and_operated","2018-08-01","","####[ANCUR](https://twitter.com/anr_ruleswiki) [UFAQ 24](http://ancur.wikia.com/wiki/Reign_and_Reverie_UFAQ) [Michael Boggs]
If The Outfit is playing against [Valencia Estevez](/en/card/07030), does the Corp start the game with 1 bad publicity and 8<span class=""icon icon-credit""></span>?","No. The Corp does not ""take"" a bad publicity from Valencia, they simply start the game with the bad publicity.","False"
"the_price_of_freedom","2017-05-02","","####UFAQ [Damon Stone]
Can the Corp still place advancement counters on cards through card abilities while suffering the effects of The Price of Freedom?","Yes, only the action of advancing cards is forbidden.","False"
