"codename","en_title","cn_title","stripped_title","en_text","cn_text","stripped_text","advancement_requirement","agenda_points","attribution","base_link","type_codename","subtype_codenames","cost","deck_limit","designed_by","faction_codename","influence_cost","influence_limit","is_unique","memory_cost","minimum_deck_size","pronouns","pronunciation_approx","pronunciation_ipa","side_codename","strength","trash_cost"
"spy_camera","Spy Camera","间谍相机","Spy Camera","[click]: Look at the top X cards of your stack and arrange them in any order. X is the number of copies of Spy Camera installed.
[trash]: Look at the top card of R&D.
Limit 6 per deck.","[click]: 查看你存储栈顶端的X张卡牌，并按任意顺序排列它们。X等于已安装的间谍相机的数量。
[trash]: 查看研发中心顶端的一张卡牌。
每套牌组限制6张。","click: Look at the top X cards of your stack and arrange them in any order. X is the number of copies of Spy Camera installed. trash: Look at the top card of R&D. Limit 6 per deck.","","","","","hardware","[""consumer_grade""]","0","6","fantasy_flight_games","criminal","1","","False","","","","","","runner","",""
"ssl_endorsement","SSL Endorsement","","SSL Endorsement","When this agenda is scored or stolen, place 9[credit] on it.
When the Corp's turn begins, they may take 3[credit] from this agenda. This ability is active even while this agenda is in the Runner's score area.","","When this agenda is scored or stolen, place 9 credits on it. When the Corp's turn begins, they may take 3 credits from this agenda. This ability is active even while this agenda is in the Runner's score area.","5","3","","","agenda","[""initiative""]","","3","fantasy_flight_games","neutral_corp","0","","False","","","","","","corp","",""
"sso_industries_fueling_innovation","SSO Industries: Fueling Innovation","","SSO Industries: Fueling Innovation","When your turn ends, you may choose a piece of ice with no advancement tokens on it. If you do, place 1 advancement token on that piece of ice for each agenda point on all installed faceup agendas.","","When your turn ends, you may choose a piece of ice with no advancement tokens on it. If you do, place 1 advancement token on that piece of ice for each agenda point on all installed faceup agendas.","","","","","corp_identity","[""division""]","","1","fantasy_flight_games","weyland_consortium","","15","False","","45","","","","corp","",""
"standard_procedure","Standard Procedure","","Standard Procedure","Play only if the Runner made a successful run during their last turn.
Choose a card type, then reveal the grip. Gain 2[credit] for each card of the chosen type revealed this way.","","Play only if the Runner made a successful run during their last turn. Choose a card type, then reveal the grip. Gain 2 credits for each card of the chosen type revealed this way.","","","","","operation","","0","3","fantasy_flight_games","nbn","2","","False","","","","","","corp","",""
"standoff","Standoff","","Standoff","When you score this agenda, the Runner may trash 1 of their installed cards. If they do not, draw 1 card and gain 5[credit]. Otherwise, you may trash 1 of your installed cards to repeat this process.","","When you score this agenda, the Runner may trash 1 of their installed cards. If they do not, draw 1 card and gain 5 credits. Otherwise, you may trash 1 of your installed cards to repeat this process.","2","0","","","agenda","","","3","fantasy_flight_games","weyland_consortium","","","False","","","","","","corp","",""
"stargate","Stargate","星门","Stargate","<strong>[click]:</strong> Run R&D. If successful, instead of breaching R&D, reveal the top 3 cards of R&D. Trash 1 of the revealed cards. Use this ability only once per turn.","<strong>[click]:</strong> 潜袭研发中心。如果成功，展示研发中心顶端的3张卡牌，代替侵入研发中心。销毁所展示的卡牌中的1张。本能力每回合仅限使用一次。","click: Run R&D. If successful, instead of breaching R&D, reveal the top 3 cards of R&D. Trash 1 of the revealed cards. Use this ability only once per turn.","","","","","program","","4","3","null_signal_games","anarch","3","","False","2","","","","","runner","",""
"starlight_crusade_funding","Starlight Crusade Funding","星光圣教团基金","Starlight Crusade Funding","When your turn begins, lose [click].
Ignore any additional costs on each <strong>double</strong> event you play.","当你的回合开始时，失去[click]。
忽略你打出的每个<strong>双重</strong>事件任何额外的费用。","When your turn begins, lose click. Ignore any additional costs on each double event you play.","","","","","resource","","1","3","fantasy_flight_games","neutral_runner","0","","False","","","","","","runner","",""
"starlit_knight","Starlit Knight","星夜骑士","Starlit Knight","Threat 4 → When the Runner encounters this ice, it gains X ""[subroutine] End the run."" subroutines for the remainder of this run, after its other subroutines. X is equal to the number of tags the Runner has.
[subroutine] Give the Runner 1 tag.
[subroutine] Give the Runner 1 tag.","威胁4 → 当潜袭者遭遇本防火墙时，在本次潜袭的剩余时间内，本防火墙在其它子进程后获得X条 “[subroutine] 终止本次潜袭。” 子进程。X等于潜袭者的锁定标记数量。
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 给予潜袭者1枚锁定标记。","Threat 4 -> When the Runner encounters this ice, it gains X ""Subroutine End the run."" subroutines for the remainder of this run, after its other subroutines. X is equal to the number of tags the Runner has. Subroutine Give the Runner 1 tag. Subroutine Give the Runner 1 tag.","","","","","ice","[""sentry"", ""observer""]","5","3","null_signal_games","nbn","3","","False","","","","","","corp","2",""
"stavka","Stavka","最高统帅部","Stavka","When you rez this ice, you may trash 1 of your other installed cards. If you do, this ice gets +5 strength for the remainder of the run.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.","当你激活本防火墙时，你可以销毁另1张你已安装的卡牌。如果你如此做，本防火墙在本次潜袭的剩余时间内强度+5。
[subroutine] 销毁1个已安装的程序。
[subroutine] 销毁1个已安装的程序。","When you rez this ice, you may trash 1 of your other installed cards. If you do, this ice gets +5 strength for the remainder of the run. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program.","","","","","ice","[""sentry"", ""destroyer""]","4","3","null_signal_games","weyland_consortium","2","","False","","","","","","corp","2",""
"steelskin_scarring","Steelskin Scarring","钢肤疤痕","Steelskin Scarring","Draw 3 cards.
When this event is trashed from your grip or stack, you may draw 2 cards.","抽3张卡牌。
当本事件从你的操控器或存储栈中被销毁时，你可以抽2张卡牌。","Draw 3 cards. When this event is trashed from your grip or stack, you may draw 2 cards.","","","","","event","","1","3","null_signal_games","anarch","2","","False","","","","","","runner","",""
"stegodon_mk_iv","Stegodon MK IV","剑齿象IV型","Stegodon MK IV","Each run, as long as a piece of ice has been derezzed during that run, each installed <strong>icebreaker</strong> gets −2 strength.
Whenever a run begins, you may derez 1 piece of ice not protecting the attacked server to gain 1[credit]. Use this ability only once per turn.","每次潜袭中，只要一层防火墙被关闭过，每个已安装的<strong>破解器</strong>的强度便-2。
每当一次潜袭开始时，你可以关闭1层并非保护当前被攻击服务器的防火墙，以获得1[credit]。本能力每回合仅限使用一次。","Each run, as long as a piece of ice has been derezzed during that run, each installed icebreaker gets -2 strength. Whenever a run begins, you may derez 1 piece of ice not protecting the attacked server to gain 1 credit. Use this ability only once per turn.","3","1","","","agenda","[""security""]","","3","null_signal_games","haas_bioroid","","","False","","","","","","corp","",""
"steve_cambridge_master_grifter","Steve Cambridge: Master Grifter","史蒂夫·坎布里奇: 骗术大师","Steve Cambridge: Master Grifter","The first time each turn you make a successful run on HQ, you may choose 2 cards in your heap. If you do, the Corp removes 1 of those cards from the game, then you add the other card to your grip.","每回合你第一次对总部进行成功的潜袭时，你可以选择你堆阵中的2张卡牌。如果你如此做，公司将其中1张卡牌移出游戏，然后你将另1张加入你的操控器。","The first time each turn you make a successful run on HQ, you may choose 2 cards in your heap. If you do, the Corp removes 1 of those cards from the game, then you add the other card to your grip.","","","","0","runner_identity","[""g_mod""]","","1","fantasy_flight_games","criminal","","15","False","","45","he/him","","","runner","",""
"stim_dealer","Stim Dealer","兴奋剂商贩","Stim Dealer","When your turn begins, if there are 2 or more hosted power counters, remove all of them and suffer 1 core damage. This damage cannot be prevented. Otherwise, place 1 power counter on this resource and gain [click].","当你的回合开始时，如果兴奋剂商贩具有2枚或更多的能量指示物，从兴奋剂商贩上移除所有能量指示物并受到1点脑部伤害（不能被防止）；否则，放置1枚能量指示物到兴奋剂商贩上并获得[click]。","When your turn begins, if there are 2 or more hosted power counters, remove all of them and suffer 1 core damage. This damage cannot be prevented. Otherwise, place 1 power counter on this resource and gain click.","","","","","resource","[""connection""]","4","3","fantasy_flight_games","anarch","3","","False","","","","","","runner","",""
"stimhack","Stimhack","","Stimhack","Place 9[credit] on this event, then run any server. During that run, hosted credits are considered to be in your credit pool. When that run ends, suffer 1 core damage. This damage cannot be prevented.","","Place 9 credits on this event, then run any server. During that run, hosted credits are considered to be in your credit pool. When that run ends, suffer 1 core damage. This damage cannot be prevented.","","","","","event","[""run""]","0","3","fantasy_flight_games","anarch","1","","False","","","","","","runner","",""
"sting","Sting!","蜇！","Sting!","When a player scores or steals this agenda, do X net damage. X is equal to 1 plus the number of copies of Sting! in the other playerʼs score area.","当一位玩家计分或窃取本议案时，造成X点网域伤害。X等于另一位玩家分数区内名称为蜇！的议案的数量加1。","When a player scores or steals this agenda, do X net damage. X is equal to 1 plus the number of copies of Sting! in the other player's score area.","3","1","","","agenda","[""ambush""]","","3","null_signal_games","jinteki","","","False","","","","","","corp","",""
"stock_buy_back","Stock Buy-Back","股票回购","Stock Buy-Back","After you resolve this operation, end your action phase.
Gain 3[credit] for each agenda in the Runner's score area.","在你结算本事务后，结束你的行动阶段。
潜袭者的分数区中每有一个议案，获得3[credit]。","After you resolve this operation, end your action phase. Gain 3 credits for each agenda in the Runner's score area.","","","","","operation","[""terminal"", ""transaction""]","1","3","fantasy_flight_games","weyland_consortium","2","","False","","","","","","corp","",""
"stoke_the_embers","Stoke the Embers","点燃余烬","Stoke the Embers","When you score this agenda, gain 3[credit] and place 1 advancement counter on an installed card.
When you install this agenda from anywhere except HQ, you may reveal it. If you do, gain 2[credit] and place 1 advancement counter on an installed card.","当你将本议案计分时，获得3[credit]并放置1枚推进指示物到一张已安装的卡牌上。
当你从总部以外其他区域安装本议案时，你可以展示之。如果你如此做，获得2[credit]并放置1枚推进指示物到一张已安装的卡牌上。","When you score this agenda, gain 3 credits and place 1 advancement counter on an installed card. When you install this agenda from anywhere except HQ, you may reveal it. If you do, gain 2 credits and place 1 advancement counter on an installed card.","4","2","","","agenda","[""initiative""]","","3","null_signal_games","nbn","","","False","","","","","","corp","",""
"stoneship_chart_room","Stoneship Chart Room","石船海图室","Stoneship Chart Room","[trash]<strong>:</strong> Draw 2 cards.
[trash]<strong>:</strong> Charge 1 of your installed cards.","[trash]<strong>:</strong> 抽2张卡牌。
[trash]<strong>:</strong> 对1张你已安装的卡牌充能。","trash: Draw 2 cards. trash: Charge 1 of your installed cards.","","","","","resource","[""location""]","0","3","null_signal_games","shaper","1","","False","","","","","","runner","",""
"storgotic_resonator","Storgotic Resonator","同族共振","Storgotic Resonator","The first time each turn you trash a card that matches the faction of the Runnerʼs identity <em>(from any location)</em>, place 1 power counter on this asset.
[click], <strong>hosted power counter:</strong> Do 1 net damage. ","每回合你第一次销毁一张与潜袭者特性派系相同的卡牌时（不论从什么位置），放置1枚能量指示物到本资产上。
[click]，<strong>所附载的能量指示物:</strong> 造成1点网域伤害。","The first time each turn you trash a card that matches the faction of the Runner's identity (from any location), place 1 power counter on this asset. click, hosted power counter: Do 1 net damage.","","","","","asset","[""hostile""]","2","3","null_signal_games","jinteki","2","","True","","","","","","corp","","2"
"strategic_innovations_future_forward","Strategic Innovations: Future Forward","战略创新: 未来向前","Strategic Innovations: Future Forward","Draft format only.
If you have more [haas-bioroid] cards rezzed than any other faction, when the Runner's turn ends, shuffle 1 card in Archives into R&D.","轮抽赛制限定。
如果你具有已激活的[haas-bioroid]卡牌多于其它任何派系，则当潜袭者的回合结束时，将一张卡牌从档案库洗入研发中心。","Draft format only. If you have more haas-bioroid cards rezzed than any other faction, when the Runner's turn ends, shuffle 1 card in Archives into R&D.","","","","","corp_identity","[""division""]","","1","fantasy_flight_games","haas_bioroid","","","False","","30","","","","corp","",""
"street_magic","Street Magic","街头魔术","Street Magic","Unbroken subroutines resolve in the order of your choice.","未破解的子进程按你所选择的顺序结算。","Unbroken subroutines resolve in the order of your choice.","","","","","resource","[""virtual""]","0","3","fantasy_flight_games","anarch","1","","False","","","","","","runner","",""
"street_peddler","Street Peddler","街头小贩","Street Peddler","When you install Street Peddler, host the top 3 cards of your stack facedown on Street Peddler (you may look at these cards at any time).
[trash]: Install 1 card hosted on Street Peddler, lowering its install cost by 1.","当你安装街头小贩时，将你存储栈顶端的三张卡牌面朝下附载到街头小贩上（你可以在任意时刻查看这些卡牌）。
[trash]: 安装一张附载在街头小贩上的卡牌，其安装费用减1。","When you install Street Peddler, host the top 3 cards of your stack facedown on Street Peddler (you may look at these cards at any time). trash: Install 1 card hosted on Street Peddler, lowering its install cost by 1.","","","","","resource","[""connection"", ""seedy""]","0","3","fantasy_flight_games","anarch","1","","False","","","","","","runner","",""
"strike_fund","Strike Fund","罢工基金","Strike Fund","Gain 4[credit].
When this event is trashed from your grip or stack, you may gain 2[credit].","获得4[credit]。
当本事件从你的操控器或存储栈被销毁时，你可以获得2[credit]。","Gain 4 credits. When this event is trashed from your grip or stack, you may gain 2 credits.","","","","","event","","1","3","null_signal_games","anarch","1","","False","","","","","","runner","",""
"strongbox","Strongbox","","Strongbox","Persistent → As an additional cost to steal an agenda from this server or its root, the Runner must spend [click]. <em>(If the Runner trashes this card while accessing it, this ability still applies for the remainder of this run.)</em>","","Persistent -> As an additional cost to steal an agenda from this server or its root, the Runner must spend click. (If the Runner trashes this card while accessing it, this ability still applies for the remainder of this run.)","","","","","upgrade","","3","3","fantasy_flight_games","haas_bioroid","2","","False","","","","","","corp","","1"
"student_loans","Student Loans","助学贷款","Student Loans","As an additional cost to play an event, if there is a copy of that event in the heap, the Runner must pay 2[credit].","作为打出一个在他/她的堆阵中有相同卡牌的事件的额外费用，潜袭者必须支付2[credit]。","As an additional cost to play an event, if there is a copy of that event in the heap, the Runner must pay 2 credits.","","","","","asset","","2","3","fantasy_flight_games","weyland_consortium","2","","False","","","","","","corp","","3"
"study_guide","Study Guide","学习指南","Study Guide","This program gets +1 strength for each hosted power counter.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>2[credit]:</strong> Place 1 power counter on this program.","学习指南上每有1枚能量指示物，其强度+1。
1[credit]: 破解<strong>门禁</strong>子进程。
2[credit]: 放置1枚能量指示物到学习指南上。","This program gets +1 strength for each hosted power counter. Interface -> 1 credit: Break 1 code gate subroutine. 2 credits: Place 1 power counter on this program.","","","","","program","[""icebreaker"", ""decoder""]","3","3","fantasy_flight_games","shaper","4","","False","1","","","","","runner","0",""
"sub_boost","Sub Boost","子进程助推","Sub Boost","Install Sub Boost on a rezzed piece of ice as a hosted condition counter with the text ""Host ice gains <strong>barrier</strong> and '[subroutine] End the run.' after all its other subroutines.""","将子进程助推安装到一层已激活的防火墙上，作为所附载的状态指示物，规则文字为“被附载的防火墙获得<strong>屏障</strong>，并且在其它所有子进程后获得'[subroutine] 终止本次潜袭。'”","Install Sub Boost on a rezzed piece of ice as a hosted condition counter with the text ""Host ice gains barrier and 'Subroutine End the run.' after all its other subroutines.""","","","","","operation","[""condition""]","0","3","fantasy_flight_games","neutral_corp","0","","False","","","","","","corp","",""
"subcontract","Subcontract","转包合同","Subcontract","Play only if the Runner is tagged.
Play up to 2 operations from HQ (paying all costs), resolving them one at a time.","如果潜袭者被锁定，才能打出。
从总部打出最多两个事务（支付所有的费用），依次结算它们。","Play only if the Runner is tagged. Play up to 2 operations from HQ (paying all costs), resolving them one at a time.","","","","","operation","[""gray_ops""]","0","3","fantasy_flight_games","weyland_consortium","3","","False","","","","","","corp","",""
"subliminal_messaging","Subliminal Messaging","潜意识信号","Subliminal Messaging","Gain 1[credit].
The first time each turn you play a copy of Subliminal Messaging, gain [click].
When your turn begins, if this card is in Archives and the Runner did not initiate any runs during their last turn, you may reveal this card and add it to HQ.","获得1[credit].
每回合你第一次打出一张名称为潜意识信号的卡牌时，获得[click]。
当你的回合开始时，如果本卡牌在档案库中，且潜袭者在其上回合未发起过潜袭，你可以展示本卡牌，并将其加入总部。","Gain 1 credit. The first time each turn you play a copy of Subliminal Messaging, gain click. When your turn begins, if this card is in Archives and the Runner did not initiate any runs during their last turn, you may reveal this card and add it to HQ.","","","","","operation","[""gray_ops""]","0","3","fantasy_flight_games","neutral_corp","0","","False","","","","","","corp","",""
"success","Success","","Success","As an additional cost to play this operation, forfeit an agenda and spend [click][click].
Advance a card X times. X equals the advancement requirement of the agenda just forfeited.","","As an additional cost to play this operation, forfeit an agenda and spend click click. Advance a card X times. X equals the advancement requirement of the agenda just forfeited.","","","","","operation","[""triple""]","0","3","fantasy_flight_games","weyland_consortium","2","","False","","","","","","corp","",""
"successful_demonstration","Successful Demonstration","成功演示","Successful Demonstration","Play only if the Runner made an unsuccessful run during their last turn.
Gain 7[credit].","如果潜袭者在他/她的上回合进行过失败的潜袭，才能打出。
获得7[credit]。","Play only if the Runner made an unsuccessful run during their last turn. Gain 7 credits.","","","","","operation","[""transaction""]","2","3","fantasy_flight_games","haas_bioroid","1","","False","","","","","","corp","",""
"successful_field_test","Successful Field Test","","Successful Field Test","When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.","","When you score Successful Field Test, install any number of cards from HQ, ignoring all costs.","4","2","","","agenda","[""research""]","","3","fantasy_flight_games","haas_bioroid","","","False","","","","","","corp","",""
"sudden_commandment","Sudden Commandment","突发指令","Sudden Commandment","Draw 2 cards. You may play 1 non-<strong>terminal</strong> operation from HQ.
Threat 3 → If this operation is the first <strong>mandate</strong> you played this turn, you may pay 3[credit] to gain [click]. <em>(This ability is active if any player has 3 or more agenda points.)</em>","抽2张卡牌。你可以从总部打出1个非<strong>终止</strong>事务。
威胁3 → 如果本事务是你本回合打出的第一个<strong>命令</strong>，你可以支付3[credit]，以获得[click]。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>","Draw 2 cards. You may play 1 non-terminal operation from HQ. Threat 3 -> If this operation is the first mandate you played this turn, you may pay 3 credits to gain click. (This ability is active if any player has 3 or more agenda points.)","","","","","operation","[""mandate""]","1","3","null_signal_games","nbn","3","","False","","","","","","corp","","2"
"sundew","Sundew","","Sundew","The first time the Runner spends 1 or more [click] during their turn, gain 2[credit]. If those [click] were spent to take an action, the first time during that action a run on this server begins, pay 2[credit].","","The first time the Runner spends 1 or more click during their turn, gain 2 credits. If those click were spent to take an action, the first time during that action a run on this server begins, pay 2 credits.","","","","","asset","","2","3","fantasy_flight_games","jinteki","3","","False","","","","","","corp","","2"
"sunny_lebeau_security_specialist","Sunny Lebeau: Security Specialist","桑妮·勒博: 安全专员","Sunny Lebeau: Security Specialist","","","","","","","2","runner_identity","[""natural""]","","1","fantasy_flight_games","sunny_lebeau","","25","False","","50","","","","runner","",""
"sunset","Sunset","日落","Sunset","Choose a server. Arrange the ice protecting that server in any order.","选择一台服务器。按任意顺序排列保护该服务器的防火墙。","Choose a server. Arrange the ice protecting that server in any order.","","","","","operation","","0","3","fantasy_flight_games","jinteki","1","","False","","","","","","corp","",""
"sunya","Sūnya","舜若","Sunya","Whenever this program fully breaks a piece of ice, place 1 power counter on this program.
This program gets +1 strength for each power counter on it.
Interface → <strong>2[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.","当一层你使用舜若破解其所有子进程的防火墙遭遇结束时，放置1枚能量指示物到舜若上。
舜若上每有1枚能量指示物，其强度+1。
2[credit]: 破解<strong>警报</strong>子进程。","Whenever this program fully breaks a piece of ice, place 1 power counter on this program. This program gets +1 strength for each power counter on it. Interface -> 2 credits: Break 1 sentry subroutine.","","","","","program","[""icebreaker"", ""killer""]","3","3","fantasy_flight_games","anarch","3","","False","1","","","","","runner","1",""
"superconducting_hub","Superconducting Hub","超导枢纽","Superconducting Hub","When you score this agenda, you may draw 2 cards.
You get +2 maximum hand size.","当你将本议案计分时，你可以抽2张卡牌。
你的手牌上限+2。","When you score this agenda, you may draw 2 cards. You get +2 maximum hand size.","3","1","","","agenda","[""expansion""]","","3","null_signal_games","neutral_corp","0","","False","","","","","","corp","",""
"supercorridor","Supercorridor","超级走廊","Supercorridor","+2[mu]
You get +1 maximum hand size.
When your turn ends, if you and the Corp have the same number of credits, you may gain 2[credit].
Limit 1 <strong>console</strong> per player.","+2[mu]
你的手牌上限+1。
当你的回合结束时，如果你与公司拥有相同数量的信用点，你可以获得2[credit]。
每位玩家限制1个<strong>控制台</strong>。","+2 mu You get +1 maximum hand size. When your turn ends, if you and the Corp have the same number of credits, you may gain 2 credits. Limit 1 console per player.","","","","","hardware","[""console""]","4","3","null_signal_games","shaper","2","","True","","","","","","runner","",""
"superdeep_borehole","Superdeep Borehole","超深钻井","Superdeep Borehole","When you rez this asset, load 6 bad publicity counters onto it. When it is empty, you win the game.
When your turn begins, take 1 bad publicity from this asset.","当你激活本资产时，填装6枚负面声誉标记到本资产上。当其清空时，你获得游戏胜利。
当你的回合开始时，从本资产上拿取1枚负面声誉标记。","When you rez this asset, load 6 bad publicity counters onto it. When it is empty, you win the game. When your turn begins, take 1 bad publicity from this asset.","","","","","asset","[""illicit"", ""industrial""]","6","3","null_signal_games","weyland_consortium","5","","False","","","","","","corp","","6"
"superior_cyberwalls","Superior Cyberwalls","优等赛博墙","Superior Cyberwalls","All <strong>barrier</strong> ice have +1 strength.
When you score Superior Cyberwalls, gain 1[credit] for each rezzed <strong>barrier</strong>.","所有<strong>屏障</strong>防火墙的强度+1。
 当你用优等赛博墙计分时，每有一个已激活的<strong>屏障</strong>，获得1[credit]。","All barrier ice have +1 strength. When you score Superior Cyberwalls, gain 1 credit for each rezzed barrier.","3","1","","","agenda","[""security""]","","3","fantasy_flight_games","weyland_consortium","","","False","","","","","","corp","",""
"surat_city_grid","Surat City Grid","苏拉特城际网阵","Surat City Grid","Whenever you rez another card in the root of or protecting this server, you may rez 1 card, paying 2[credit] less.
Limit 1 <strong>region</strong> per server.","每当你激活一张本服务器内或保护本服务器的卡牌（不包括苏拉特城际网阵）时，你可以激活另一张卡牌，其激活费用减2。
每台服务器限制1个<strong>区域</strong>。","Whenever you rez another card in the root of or protecting this server, you may rez 1 card, paying 2 credits less. Limit 1 region per server.","","","","","upgrade","[""region""]","2","3","fantasy_flight_games","weyland_consortium","2","","False","","","","","","corp","","3"
"sure_gamble","Sure Gamble","胜券在握","Sure Gamble","Gain 9[credit].","获得9[credit]。","Gain 9 credits.","","","","","event","","5","3","fantasy_flight_games","neutral_runner","0","","False","","","","","","runner","",""
"surfer","Surfer","冲浪者","Surfer","2[credit]: Swap a piece of <strong>barrier</strong> ice currently being encountered with a piece of ice directly before or after it. The run continues from this new position. You are still encountering that ice.","2[credit]: 将当前遭遇的一层<strong>屏障</strong>防火墙与其前一层或后一层防火墙互换。从这个新位置继续潜袭。你依然遭遇该防火墙。","2 credits: Swap a piece of barrier ice currently being encountered with a piece of ice directly before or after it. The run continues from this new position. You are still encountering that ice.","","","","","program","","2","3","fantasy_flight_games","anarch","3","","False","1","","","","","runner","",""
"surge","Surge","增幅","Surge","Play only if you placed at least 1 virus counter on a program this turn.
Place 2 virus counters on that program.","如果你本回合已在一个程序上放置过至少1枚病毒指示物，才能打出。
放置2枚病毒指示物到该程序上。","Play only if you placed at least 1 virus counter on a program this turn. Place 2 virus counters on that program.","","","","","event","","0","3","fantasy_flight_games","anarch","1","","False","","","","","","runner","",""
"surveillance_network_key","Surveillance Network Key","","Surveillance Network Key","Whenever the Corp spends [click] to draw 1 or more cards (including through a card ability), reveal the first card drawn.","","Whenever the Corp spends click to draw 1 or more cards (including through a card ability), reveal the first card drawn.","","","","","program","","2","3","fantasy_flight_games","neutral_runner","0","","False","1","","","","","runner","",""
"surveillance_network_key_2","Surveillance Network Key 2","","Surveillance Network Key 2","Whenever the Corp spends [click] to draw 1 or more cards (including through a card ability), reveal the first card drawn.
2[credit]: For the remainder of this run, access 1 additional card whenever you access cards from HQ or R&D. Use this ability only once per turn.","","Whenever the Corp spends click to draw 1 or more cards (including through a card ability), reveal the first card drawn. 2 credits: For the remainder of this run, access 1 additional card whenever you access cards from HQ or R&D. Use this ability only once per turn.","","","","","program","","2","3","fantasy_flight_games","neutral_runner","0","","False","1","","","","","runner","",""
"surveillance_sweep","Surveillance Sweep","侦查扫描","Surveillance Sweep","This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
The Runner must spend credits first for each trace attempt during a run.","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
在潜袭中的每次追踪时，潜袭者必须先花费信用点。","This card is not trashed until another current is played or an agenda is stolen. The Runner must spend credits first for each trace attempt during a run.","","","","","operation","[""current""]","2","3","fantasy_flight_games","nbn","3","","False","","","","","","corp","",""
"surveyor","Surveyor","","Surveyor","X is twice the number of ice protecting this server.
[subroutine]Trace[X]. If successful, give the Runner 2 tags.
[subroutine]Trace[X]. If successful, end the run.","","X is twice the number of ice protecting this server. Subroutine Trace[X]. If successful, give the Runner 2 tags. Subroutine Trace[X]. If successful, end the run.","","","","","ice","[""sentry"", ""tracer""]","5","3","fantasy_flight_games","weyland_consortium","2","","False","","","","","","corp","",""
"susanoo_no_mikoto","Susanoo-no-Mikoto","须佐之男","Susanoo-no-Mikoto","[subroutine] If the attacked server is not Archives, the Runner moves to the outermost position of Archives instead of passing this ice. The Runner cannot jack out this run until after they encounter a piece of ice.","[subroutine] 如果当前没有对档案库进行潜袭，则潜袭者现在开始对档案库进行潜袭，代替通过须佐之男。潜袭者不能退出，直到他/她遭遇一层防火墙后。","Subroutine If the attacked server is not Archives, the Runner moves to the outermost position of Archives instead of passing this ice. The Runner cannot jack out this run until after they encounter a piece of ice.","","","","","ice","[""sentry"", ""deflector""]","9","3","fantasy_flight_games","jinteki","3","","True","","","","","","corp","7",""
"svyatogor_excavator","Svyatogor Excavator","斯维亚托戈尔号挖掘机","Svyatogor Excavator","When your turn begins, you may trash 1 of your other installed cards. If you do, gain 3[credit].","当你的回合开始时，你可以销毁另1张你已安装的卡牌。如果你如此做，获得3[credit]。","When your turn begins, you may trash 1 of your other installed cards. If you do, gain 3 credits.","","","","","asset","[""industrial""]","0","3","null_signal_games","weyland_consortium","1","","False","","","","","","corp","","4"
"swarm","Swarm","群集","Swarm","When you rez Swarm, take 1 bad publicity.
Swarm can be advanced and gains ""[subroutine] Trash 1 program unless the Runner pays 3[credit]."" for each advancement token on it.","当你激活群集时，拿取1枚负面声誉标记。
群集能被推进，并且其上每有1枚推进标记，获得“[subroutine] 销毁一个程序，除非潜袭者支付3[credit]。”","When you rez Swarm, take 1 bad publicity. Swarm can be advanced and gains ""Subroutine Trash 1 program unless the Runner pays 3 credits."" for each advancement token on it.","","","","","ice","[""sentry"", ""destroyer"", ""illicit""]","8","3","fantasy_flight_games","weyland_consortium","4","","False","","","","","","corp","5",""
"sweeps_week","Sweeps Week","","Sweeps Week","Gain 1[credit] for each card in the Runner's grip.","","Gain 1 credit for each card in the Runner's grip.","","","","","operation","","1","3","fantasy_flight_games","nbn","2","","False","","","","","","corp","",""
"swift","Swift","雨燕","Swift","+1[mu]
The first time each turn you play a <strong>run</strong> event, gain [click].
Limit 1 <strong>console</strong> per player.","+1[mu]
每回合你第一次打出一个潜袭事件时，获得[click]。
每位玩家限制1个<strong>控制台</strong>。","+1 mu The first time each turn you play a run event, gain click. Limit 1 console per player.","","","","","hardware","[""console"", ""vehicle""]","2","3","null_signal_games","criminal","2","","True","","","","","","runner","",""
"switchblade","Switchblade","弹簧刀","Switchblade","Interface → <strong>1[credit]:</strong> Break any number of <strong>sentry</strong> subroutines. Use this ability only by spending a credit from a <strong>stealth</strong> card.
<strong>1[credit]:</strong> +7 strength. Use this ability only by spending a credit from a <strong>stealth</strong> card.","1[credit]: 破解任意数量的<strong>警报</strong>子进程。仅能花费<strong>隐匿</strong> 卡牌上的信用点来使用本能力。
1[credit]: 强度+7。仅能花费<strong>隐匿</strong>卡牌上的信用点来使用本能力。","Interface -> 1 credit: Break any number of sentry subroutines. Use this ability only by spending a credit from a stealth card. 1 credit: +7 strength. Use this ability only by spending a credit from a stealth card.","","","","","program","[""icebreaker"", ""killer""]","3","3","fantasy_flight_games","criminal","2","","False","1","","","","","runner","0",""
